Filename,Class_Label,Dataset_Type,File_Path
bamboo_104.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_104.jpg
bamboo_1040.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1040.webp
bamboo_1041.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1041.jpg
bamboo_1042.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1042.jpg
bamboo_1043.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1043.jpg
bamboo_1044.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1044.webp
bamboo_1045.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1045.webp
bamboo_1046.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1046.webp
bamboo_1047.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1047.webp
bamboo_1048.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1048.jpg
bamboo_1049.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1049.webp
bamboo_105.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_105.webp
bamboo_1050.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1050.jpg
bamboo_1051.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1051.jpg
bamboo_1052.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1052.jpg
bamboo_1053.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1053.jpg
bamboo_1054.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1054.webp
bamboo_1055.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1055.webp
bamboo_1056.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1056.webp
bamboo_1057.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1057.jpg
bamboo_1058.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1058.jpg
bamboo_1059.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1059.jpg
bamboo_106.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_106.webp
bamboo_1060.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1060.jpg
bamboo_1061.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1061.webp
bamboo_1062.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1062.jpg
bamboo_1063.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1063.jpg
bamboo_1064.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1064.webp
bamboo_1065.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1065.jpg
bamboo_1066.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_1066.jpg
bamboo_107.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_107.jpg
bamboo_108.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_108.jpg
bamboo_109.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_109.webp
bamboo_11.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_11.webp
bamboo_110.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_110.webp
bamboo_111.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_111.webp
bamboo_112.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_112.jpg
bamboo_113.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_113.webp
bamboo_114.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_114.jpg
bamboo_115.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_115.jpg
bamboo_116.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_116.webp
bamboo_117.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_117.jpg
bamboo_118.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_118.webp
bamboo_119.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_119.jpg
bamboo_12.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_12.jpg
bamboo_120.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_120.webp
bamboo_121.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_121.webp
bamboo_122.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_122.webp
bamboo_123.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_123.webp
bamboo_124.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_124.webp
bamboo_125.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_125.webp
bamboo_126.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_126.jpg
bamboo_127.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_127.webp
bamboo_128.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_128.jpg
bamboo_129.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_129.webp
bamboo_13.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_13.jpg
bamboo_130.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_130.jpg
bamboo_131.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_131.jpg
bamboo_132.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_132.webp
bamboo_133.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_133.jpg
bamboo_134.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_134.webp
bamboo_135.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_135.webp
bamboo_136.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_136.jpg
bamboo_137.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_137.jpg
bamboo_138.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_138.webp
bamboo_139.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_139.jpg
bamboo_14.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_14.webp
bamboo_140.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_140.webp
bamboo_141.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_141.jpg
bamboo_142.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_142.jpg
bamboo_143.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_143.jpg
bamboo_144.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_144.webp
bamboo_145.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_145.jpg
bamboo_146.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_146.webp
bamboo_147.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_147.webp
bamboo_148.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_148.jpg
bamboo_149.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_149.jpg
bamboo_15.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_15.jpg
bamboo_150.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_150.webp
bamboo_151.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_151.jpg
bamboo_152.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_152.jpg
bamboo_153.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_153.webp
bamboo_154.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_154.jpg
bamboo_155.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_155.webp
bamboo_156.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_156.webp
bamboo_157.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_157.jpg
bamboo_158.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_158.jpg
bamboo_159.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_159.jpg
bamboo_16.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_16.webp
bamboo_160.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_160.webp
bamboo_161.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_161.jpg
bamboo_162.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_162.jpg
bamboo_163.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_163.jpg
bamboo_164.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_164.webp
bamboo_165.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_165.jpg
bamboo_166.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_166.jpg
bamboo_167.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_167.webp
bamboo_168.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_168.webp
bamboo_169.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_169.webp
bamboo_17.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_17.webp
bamboo_170.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_170.webp
bamboo_171.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_171.jpg
bamboo_172.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_172.jpg
bamboo_173.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_173.webp
bamboo_174.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_174.webp
bamboo_175.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_175.jpg
bamboo_176.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_176.webp
bamboo_177.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_177.webp
bamboo_178.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_178.jpg
bamboo_179.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_179.webp
bamboo_18.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_18.jpg
bamboo_180.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_180.jpg
bamboo_181.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_181.webp
bamboo_182.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_182.jpg
bamboo_183.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_183.webp
bamboo_184.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_184.jpg
bamboo_185.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_185.jpg
bamboo_186.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_186.webp
bamboo_187.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_187.webp
bamboo_188.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_188.webp
bamboo_189.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_189.jpg
bamboo_19.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_19.webp
bamboo_190.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_190.jpg
bamboo_191.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_191.webp
bamboo_192.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_192.webp
bamboo_193.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_193.webp
bamboo_194.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_194.jpg
bamboo_195.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_195.webp
bamboo_196.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_196.webp
bamboo_197.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_197.webp
bamboo_198.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_198.webp
bamboo_199.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_199.jpg
bamboo_2.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_2.jpg
bamboo_20.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_20.webp
bamboo_200.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_200.webp
bamboo_201.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_201.webp
bamboo_202.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_202.jpg
bamboo_203.jpg,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_203.jpg
bamboo_204.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_204.webp
bamboo_205.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_205.webp
bamboo_206.webp,bamboo_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\bamboo_forest\bamboo_206.webp
